t,rho
6340,0.05735802
6350,0.05733333
6360,0.05669136
6370,0.05503704
6380,0.05414815
6390,0.05454321
6400,0.05555556
6410,0.05558025
6420,0.05560494
6430,0.05879012
6440,0.05562963
6450,0.05730864
6460,0.05622222
6470,0.05432099
6480,0.05177778
6490,0.05651852
6500,0.05516049
6510,0.05471605
6520,0.05814815
6530,0.05597531
6540,0.05772840
6550,0.05585185
6560,0.05851852
6570,0.05577778
6580,0.05575309
6590,0.05750617
6600,0.05281481
6610,0.05543210
6620,0.05738272
6630,0.05530864
6640,0.05674074
6650,0.05585185
6660,0.05688889
6670,0.05432099
6680,0.05861728
6690,0.05666667
6700,0.05372840
6710,0.05543210
6720,0.05412346
6730,0.05560494
6740,0.05479012
6750,0.05637037
6760,0.05493827
6770,0.05501235
6780,0.05553086
6790,0.05459259
6800,0.05560494
6810,0.05375309
6820,0.05350617
6830,0.05523457
6840,0.05740741
6850,0.05548148
6860,0.05824691
6870,0.05548148
6880,0.05632099
6890,0.05481481
6900,0.05637037
6910,0.05767901
6920,0.05414815
6930,0.05706173
6940,0.05358025
6950,0.05367901
6960,0.05474074
6970,0.05449383
6980,0.05679012
6990,0.05681481
7000,0.05590123
7010,0.05229630
7020,0.05469136
7030,0.05854321
7040,0.05772840
7050,0.05491358
7060,0.05681481
7070,0.05451852
7080,0.05634568
7090,0.05654321
7100,0.05701235
7110,0.05782716
7120,0.05804938
7130,0.05491358
7140,0.05503704
7150,0.05750617
7160,0.05535802
7170,0.05718519
7180,0.05683951
7190,0.05501235
7200,0.05735802
7210,0.05506173
7220,0.05323457
7230,0.05735802
7240,0.05550617
7250,0.05629630
7260,0.05520988
7270,0.05518519
7280,0.05545679
7290,0.05639506
7300,0.05711111
7310,0.05674074
7320,0.05446914
7330,0.05333333
7340,0.05432099
7350,0.05624691
7360,0.05614815
7370,0.05753086
7380,0.05767901
7390,0.05491358
7400,0.05530864
7410,0.05654321
7420,0.05449383
7430,0.05587654
7440,0.05434568
7450,0.05264198
7460,0.05592593
7470,0.05683951
7480,0.05483951
7490,0.05483951
7500,0.05580247
7510,0.05604938
7520,0.05407407
7530,0.05555556
7540,0.05691358
7550,0.05790123
7560,0.05972840
7570,0.05523457
7580,0.05407407
7590,0.05496296
7600,0.05575309
7610,0.05777778
7620,0.05553086
7630,0.05543210
7640,0.05644444
7650,0.05671605
7660,0.06214815
7670,0.05496296
7680,0.05619753
7690,0.05908642
7700,0.05543210
7710,0.05629630
7720,0.05545679
7730,0.05540741
7740,0.05664198
7750,0.05814815
7760,0.05437037
7770,0.05609877
7780,0.05429630
7790,0.05649383
7800,0.05590123
7810,0.05451852
7820,0.05854321
7830,0.05575309
7840,0.05730864
7850,0.05730864
7860,0.05916049
7870,0.05558025
7880,0.05498765
7890,0.05516049
7900,0.05422222
7910,0.05674074
7920,0.05454321
7930,0.05558025
7940,0.05560494
7950,0.05920988
7960,0.05437037
7970,0.05720988
7980,0.05511111
7990,0.05814815
8000,0.05886420
8010,0.05723457
8020,0.05802469
8030,0.05516049
8040,0.05459259
8050,0.05407407
8060,0.05550617
8070,0.05767901
8080,0.05409877
8090,0.05577778
8100,0.05439506
8110,0.05565432
8120,0.05607407
8130,0.05572840
8140,0.05720988
8150,0.05832099
8160,0.05639506
8170,0.05614815
8180,0.05496296
8190,0.05666667
8200,0.05669136
8210,0.05790123
8220,0.05735802
8230,0.05439506
8240,0.05792593
8250,0.05358025
8260,0.05604938
8270,0.05409877
8280,0.05607407
8290,0.05469136
8300,0.05545679
8310,0.05864198
8320,0.05320988
8330,0.05681481
8340,0.05501235
8350,0.05597531
8360,0.05817284
8370,0.05782716
8380,0.05609877
8390,0.05896296
8400,0.06007407
8410,0.05511111
8420,0.05582716
8430,0.05533333
8440,0.05659259
8450,0.05728395
8460,0.05661728
8470,0.05928395
8480,0.05703704
8490,0.05624691
8500,0.05795062
8510,0.05558025
8520,0.05501235
8530,0.05479012
8540,0.05572840
8550,0.05508642
8560,0.05600000
8570,0.05525926
8580,0.05340741
8590,0.05669136
8600,0.05903704
8610,0.05360494
8620,0.05740741
8630,0.05548148
8640,0.05535802
8650,0.05772840
8660,0.05681481
8670,0.05661728
8680,0.05903704
8690,0.05592593
8700,0.05809877
8710,0.05520988
8720,0.05414815
8730,0.05555556
8740,0.05590123
8750,0.05387654
8760,0.05654321
8770,0.05612346
8780,0.05580247
8790,0.05355556
8800,0.05656790
8810,0.05580247
8820,0.05528395
8830,0.05683951
8840,0.05641975
8850,0.05629630
8860,0.05488889
8870,0.05691358
8880,0.05839506
8890,0.05679012
8900,0.05891358
8910,0.05501235
8920,0.05590123
8930,0.05790123
8940,0.05753086
8950,0.05572840
8960,0.05597531
8970,0.05748148
8980,0.05358025
8990,0.05335802
9000,0.05548148
9010,0.05520988
9020,0.05429630
9030,0.05545679
9040,0.05511111
9050,0.05397531
9060,0.05656790
9070,0.05456790
9080,0.05607407
9090,0.05762963
9100,0.05303704
9110,0.05417284
9120,0.05839506
9130,0.05644444
9140,0.05676543
9150,0.05792593
9160,0.05525926
9170,0.05659259
9180,0.05395062
9190,0.05604938
9200,0.05864198
9210,0.05560494
9220,0.05550617
9230,0.05533333
9240,0.05661728
9250,0.05701235
9260,0.05562963
9270,0.05604938
9280,0.05550617
9290,0.05945679
9300,0.05649383
9310,0.05834568
9320,0.05817284
9330,0.05380247
9340,0.05644444
9350,0.05565432
9360,0.05518519
9370,0.05790123
9380,0.05822222
9390,0.05659259
9400,0.05587654
9410,0.05753086
9420,0.05582716
9430,0.05777778
9440,0.05565432
9450,0.05767901
9460,0.05748148
9470,0.05617284
9480,0.05728395
9490,0.05555556
9500,0.05792593
9510,0.05681481
9520,0.05562963
9530,0.05656790
9540,0.05555556
9550,0.05725926
9560,0.05180247
9570,0.05382716
9580,0.05777778
9590,0.06024691
9600,0.05797531
9610,0.05671605
9620,0.05553086
9630,0.05629630
9640,0.05466667
9650,0.05545679
9660,0.06000000
9670,0.05829630
9680,0.05720988
9690,0.05656790
9700,0.05404938
9710,0.05681481
9720,0.05908642
9730,0.05501235
9740,0.05713580
9750,0.05693827
9760,0.05879012
9770,0.05353086
9780,0.05565432
9790,0.05844444
9800,0.05656790
9810,0.05713580
9820,0.05787654
9830,0.05753086
9840,0.05898765
9850,0.05454321
9860,0.05372840
9870,0.05590123
9880,0.05533333
9890,0.05629630
9900,0.05214815
9910,0.05602469
9920,0.05634568
9930,0.05669136
9940,0.05370370
9950,0.05819753
9960,0.05407407
9970,0.05254321
9980,0.05777778
9990,0.05686420
10000,0.05607407
10010,0.05461728
10020,0.05817284
10030,0.05876543
10040,0.05451852
10050,0.05627160
10060,0.05595062
10070,0.05787654
10080,0.05523457
10090,0.05688889
10100,0.05679012
10110,0.05506173
10120,0.05580247
10130,0.05330864
10140,0.05567901
10150,0.05414815
10160,0.05375309
10170,0.05535802
10180,0.05787654
10190,0.05849383
10200,0.05800000
10210,0.05824691
10220,0.05624691
10230,0.05481481
10240,0.05666667
10250,0.05585185
10260,0.05844444
10270,0.05543210
10280,0.05795062
10290,0.05483951
10300,0.05641975
10310,0.05814815
10320,0.05550617
10330,0.05639506
10340,0.05590123
10350,0.05545679
10360,0.05674074
10370,0.05760494
10380,0.05982716
10390,0.05772840
10400,0.05318519
10410,0.05782716
10420,0.05703704
10430,0.05733333
10440,0.05701235
10450,0.05651852
10460,0.05538272
10470,0.05491358
10480,0.05461728
10490,0.05651852
10500,0.05555556
10510,0.05533333
10520,0.05506173
10530,0.05681481
10540,0.05558025
10550,0.05585185
10560,0.05439506
10570,0.05688889
10580,0.05780247
10590,0.05513580
10600,0.05506173
10610,0.05528395
10620,0.05582716
10630,0.05402469
10640,0.05441975
10650,0.05928395
10660,0.05750617
10670,0.05738272
10680,0.05550617
10690,0.05674074
10700,0.05679012
10710,0.05632099
10720,0.05622222
10730,0.05800000
10740,0.05335802
10750,0.05609877
10760,0.05439506
10770,0.05595062
10780,0.05743210
10790,0.05671605
10800,0.05520988
10810,0.05925926
10820,0.05795062
10830,0.05651852
10840,0.05496296
10850,0.05627160
10860,0.05649383
10870,0.05424691
10880,0.05587654
10890,0.05656790
10900,0.05701235
10910,0.05483951
10920,0.05728395
10930,0.05725926
10940,0.05711111
10950,0.05486420
10960,0.05649383
10970,0.05530864
10980,0.05827160
10990,0.05311111
11000,0.05871605
11010,0.05407407
11020,0.05567901
11030,0.05441975
11040,0.05316049
11050,0.05622222
11060,0.05691358
11070,0.05743210
11080,0.05513580
11090,0.05190123
11100,0.05609877
11110,0.06120988
11120,0.05404938
11130,0.05283951
11140,0.05585185
11150,0.05706173
11160,0.05656790
11170,0.05567901
11180,0.05513580
11190,0.05797531
11200,0.05782716
11210,0.05627160
11220,0.05748148
11230,0.05841975
11240,0.05716049
11250,0.05607407
11260,0.05688889
11270,0.05511111
11280,0.05311111
11290,0.05565432
11300,0.05681481
11310,0.05476543
11320,0.05407407
11330,0.05543210
11340,0.05471605
11350,0.05471605
11360,0.05681481
11370,0.05812346
11380,0.05711111
11390,0.05693827
11400,0.05612346
11410,0.05577778
11420,0.05481481
11430,0.05545679
11440,0.05641975
11450,0.05585185
11460,0.05758025
11470,0.05441975
11480,0.05503704
11490,0.05600000
11500,0.05523457
11510,0.05562963
11520,0.05745679
11530,0.05723457
11540,0.05790123
11550,0.05508642
11560,0.05671605
11570,0.05632099
11580,0.05577778
11590,0.05871605
11600,0.05503704
11610,0.05735802
11620,0.05456790
11630,0.05520988
11640,0.05713580
11650,0.05572840
11660,0.05634568
11670,0.05590123
11680,0.05765432
11690,0.05518519
11700,0.05760494
11710,0.05864198
11720,0.05748148
11730,0.05802469
11740,0.05437037
11750,0.05501235
11760,0.05511111
11770,0.05400000
11780,0.05461728
11790,0.05728395
11800,0.05469136
11810,0.05513580
11820,0.05706173
11830,0.05770370
11840,0.05520988
11850,0.05555556
11860,0.05412346
11870,0.05597531
11880,0.05649383
11890,0.05459259
11900,0.05348148
11910,0.05429630
11920,0.05637037
11930,0.05679012
11940,0.05627160
11950,0.05525926
11960,0.05943210
11970,0.05609877
11980,0.05646914
11990,0.05669136
12000,0.05656790
12010,0.05454321
12020,0.05585185
12030,0.05190123
12040,0.05792593
12050,0.05590123
12060,0.05229630
12070,0.05590123
12080,0.05545679
12090,0.05575309
12100,0.05424691
12110,0.05738272
12120,0.05753086
12130,0.05627160
12140,0.05538272
12150,0.05634568
12160,0.05491358
12170,0.05780247
12180,0.05869136
12190,0.05506173
12200,0.05869136
12210,0.05565432
12220,0.05345679
12230,0.05496296
12240,0.05498765
12250,0.05624691
12260,0.05758025
12270,0.05686420
12280,0.05671605
12290,0.05528395
12300,0.05716049
12310,0.05767901
12320,0.05306173
12330,0.05622222
12340,0.05439506
12350,0.05765432
12360,0.05516049
12370,0.05846914
12380,0.05513580
12390,0.05790123
12400,0.05567901
12410,0.05313580
12420,0.05725926
12430,0.05795062
12440,0.05792593
12450,0.05585185
12460,0.05706173
12470,0.05474074
12480,0.05382716
12490,0.05693827
12500,0.05745679
12510,0.05711111
12520,0.05733333
12530,0.05750617
12540,0.05792593
12550,0.05728395
12560,0.05646914
12570,0.05607407
12580,0.05916049
12590,0.05587654
12600,0.05656790
12610,0.05446914
12620,0.05679012
12630,0.05469136
12640,0.05696296
12650,0.05493827
12660,0.05634568
12670,0.05654321
12680,0.05753086
12690,0.05674074
12700,0.05649383
12710,0.05432099
12720,0.05804938
12730,0.05703704
12740,0.05491358
12750,0.05444444
12760,0.05634568
12770,0.05686420
12780,0.05454321
12790,0.05676543
12800,0.05696296
12810,0.05525926
12820,0.05587654
12830,0.05545679
12840,0.05629630
12850,0.05283951
12860,0.05567901
12870,0.05503704
12880,0.05560494
12890,0.05476543
12900,0.05629630
12910,0.05735802
12920,0.05691358
12930,0.05679012
12940,0.05844444
12950,0.05834568
12960,0.05575309
12970,0.05654321
12980,0.05681481
12990,0.05464198
13000,0.05701235
13010,0.05654321
13020,0.05461728
13030,0.05540741
13040,0.05720988
13050,0.05614815
13060,0.05641975
13070,0.05540741
13080,0.05679012
13090,0.05632099
13100,0.05520988
13110,0.05414815
13120,0.05501235
13130,0.05708642
13140,0.05686420
13150,0.05402469
13160,0.05320988
13170,0.05570370
13180,0.05479012
13190,0.05679012
13200,0.05481481
13210,0.05691358
13220,0.05538272
13230,0.05582716
13240,0.05669136
13250,0.05456790
13260,0.05745679
13270,0.05790123
13280,0.05698765
13290,0.05582716
13300,0.05908642
13310,0.05664198
13320,0.05523457
13330,0.05708642
13340,0.05627160
13350,0.05837037
13360,0.05303704
13370,0.05802469
13380,0.05906173
13390,0.05350617
13400,0.05506173
13410,0.05661728
13420,0.05893827
13430,0.05906173
13440,0.05674074
13450,0.05711111
13460,0.05720988
13470,0.05654321
13480,0.05590123
13490,0.06123457
13500,0.05661728
13510,0.05676543
13520,0.05725926
13530,0.05790123
13540,0.05516049
13550,0.05353086
13560,0.05498765
13570,0.05716049
13580,0.05491358
13590,0.05703704
13600,0.05565432
13610,0.05604938
13620,0.05787654
13630,0.05486420
13640,0.05528395
13650,0.05703704
13660,0.05730864
13670,0.05479012
13680,0.05624691
13690,0.05607407
13700,0.05701235
13710,0.05681481
13720,0.05693827
13730,0.05876543
13740,0.05676543
13750,0.05377778
13760,0.05627160
13770,0.05508642
13780,0.05681481
13790,0.05750617
13800,0.05795062
13810,0.05762963
13820,0.05795062
13830,0.05575309
13840,0.05664198
13850,0.05427160
13860,0.05679012
13870,0.05624691
13880,0.05758025
13890,0.05432099
13900,0.05488889
13910,0.05548148
13920,0.05903704
13930,0.05646914
13940,0.05553086
13950,0.05896296
13960,0.05367901
13970,0.05335802
13980,0.05683951
13990,0.05474074
14000,0.05580247
14010,0.05550617
14020,0.05474074
14030,0.05622222
14040,0.05627160
14050,0.05486420
14060,0.05671605
14070,0.05523457
14080,0.05590123
14090,0.05530864
14100,0.05520988
14110,0.05570370
14120,0.05434568
14130,0.05328395
14140,0.05562963
14150,0.05597531
14160,0.05580247
14170,0.05437037
14180,0.05580247
14190,0.05328395
14200,0.05286420
14210,0.05666667
14220,0.05767901
14230,0.05550617
14240,0.05358025
14250,0.05414815
14260,0.05483951
14270,0.05548148
14280,0.05669136
14290,0.05535802
14300,0.05434568
14310,0.05459259
14320,0.05543210
14330,0.05540741
14340,0.05516049
14350,0.05629630
14360,0.05261728
14370,0.05634568
14380,0.05854321
14390,0.05570370
14400,0.05417284
14410,0.05503704
14420,0.05553086
14430,0.05671605
14440,0.05533333
14450,0.05491358
14460,0.05641975
14470,0.05476543
14480,0.05538272
14490,0.05664198
14500,0.05713580
14510,0.05427160
14520,0.05990123
14530,0.05713580
14540,0.05441975
14550,0.05469136
14560,0.05639506
14570,0.05553086
14580,0.05397531
14590,0.05656790
14600,0.05639506
14610,0.05758025
14620,0.05686420
14630,0.05372840
14640,0.05474074
14650,0.05548148
14660,0.05656790
14670,0.05550617
14680,0.05540741
14690,0.05496296
14700,0.05856790
14710,0.05402469
14720,0.05503704
14730,0.05646914
14740,0.05654321
14750,0.05437037
14760,0.05602469
14770,0.05733333
14780,0.05464198
14790,0.05730864
14800,0.05602469
14810,0.05488889
14820,0.05535802
14830,0.05496296
14840,0.05595062
14850,0.05367901
14860,0.05597531
14870,0.05459259
14880,0.05580247
14890,0.05600000
14900,0.05790123
14910,0.05407407
14920,0.05827160
14930,0.05572840
14940,0.05545679
14950,0.05422222
14960,0.05683951
14970,0.05713580
14980,0.05674074
14990,0.05918519
15000,0.05479012
15010,0.05750617
15020,0.05567901
15030,0.05360494
15040,0.05607407
15050,0.05496296
15060,0.05681481
15070,0.05735802
15080,0.05683951
15090,0.05422222
15100,0.05693827
15110,0.05770370
15120,0.05271605
15130,0.05641975
15140,0.05622222
15150,0.05738272
15160,0.05311111
15170,0.05293827
15180,0.05533333
15190,0.05340741
15200,0.05614815
15210,0.05720988
15220,0.05491358
15230,0.05456790
15240,0.05918519
15250,0.05543210
15260,0.05661728
15270,0.05600000
15280,0.05718519
15290,0.05713580
15300,0.05335802
15310,0.05649383
15320,0.05585185
15330,0.05441975
15340,0.05585185
15350,0.05587654
15360,0.05804938
15370,0.05565432
15380,0.05792593
15390,0.05928395
15400,0.05624691
15410,0.05469136
15420,0.05397531
15430,0.05590123
15440,0.05587654
15450,0.05846914
15460,0.05686420
15470,0.05728395
15480,0.05681481
15490,0.05748148
15500,0.05755556
15510,0.05812346
15520,0.05646914
15530,0.05716049
15540,0.05671605
15550,0.05696296
15560,0.05441975
15570,0.05634568
15580,0.05498765
15590,0.05350617
15600,0.05639506
15610,0.05538272
15620,0.05837037
15630,0.05755556
15640,0.05669136
